,id,dataset,p_training,model,r2,rmse,n_test,mll,n_train
266,27,gb1,0.125,Exponential,0.7909339431650269,0.7559929007004876,10000,-24102.2990234375,18680
267,28,gb1,0.15,Exponential,0.8004406147151718,0.7381096404334455,10000,-28579.4263671875,22438
268,29,gb1,0.15,Exponential,0.7943274507383583,0.7483246942564326,10000,-27970.00625,22159
269,30,gb1,0.15,Exponential,0.7933542200544316,0.7401462526260468,10000,-28220.9904296875,22505
270,31,gb1,0.175,Exponential,0.7996223513703965,0.7311985786309765,10000,-32359.3919921875,26037
271,32,gb1,0.175,Exponential,0.798132493135486,0.7372979866768207,10000,-32719.9736328125,26332
272,33,gb1,0.175,Exponential,0.7955345565719271,0.7292792930102657,10000,-32759.737109375,26306
273,34,gb1,0.2,Exponential,0.808483338925417,0.7295102171908824,10000,-36436.477734375,29831
274,35,gb1,0.2,Exponential,0.7969802820615589,0.7357475594185217,10000,-36282.02421875,29988
275,36,gb1,0.2,Exponential,0.811696790971839,0.7291888196388516,10000,-36348.638671875,29813
276,37,gb1,0.25,Exponential,0.8070583712166508,0.7260722541152318,10000,-44415.125390625,37528
277,38,gb1,0.25,Exponential,0.8159934071194529,0.71379101156844,10000,-44474.5890625,37361
278,39,gb1,0.25,Exponential,0.814319347642776,0.7238561897060233,10000,-44309.406640625,37214
279,40,gb1,0.3,Exponential,0.8195583587744,0.699402870828269,10000,-52409.184765625,45157
280,41,gb1,0.3,Exponential,0.8225082005158145,0.6999320250273693,10000,-52191.9109375,44865
281,42,gb1,0.3,Exponential,0.8203204753405122,0.699998831441667,10000,-52212.260546875,45008
282,43,gb1,0.4,Exponential,0.8237439966186291,0.6968910672757989,10000,-66720.634375,59451
283,44,gb1,0.4,Exponential,0.8333225229711719,0.6864685513605557,10000,-66535.1046875,59512
284,45,gb1,0.4,Exponential,0.8332370162529378,0.6843003499626489,10000,-67133.43359375,59671
285,46,gb1,0.5,Exponential,0.8328157455058462,0.6924812049803106,10000,-81124.87421875,74349
286,47,gb1,0.5,Exponential,0.8418744896891752,0.6792845987785683,10000,-81648.88984375,74766
287,48,gb1,0.5,Exponential,0.8341838946751375,0.6720024523928526,10000,-81434.58203125,74805
288,49,gb1,0.6,Exponential,0.8362387895369804,0.670823423272642,10000,-95853.1625,89820
289,50,gb1,0.6,Exponential,0.8328893038147148,0.6729163243107531,10000,-95073.4890625,89212
290,51,gb1,0.6,Exponential,0.8400854972625569,0.6797973497630384,10000,-95693.0671875,90008
291,52,gb1,0.7,Exponential,0.8404022530861661,0.6667183180468409,10000,-108970.20390625,104328
292,53,gb1,0.7,Exponential,0.8466149201483383,0.6671465568038513,10000,-109686.5765625,104835
293,54,gb1,0.7,Exponential,0.8453022981134053,0.6738906208387321,10000,-109144.22265625,104525
294,55,gb1,0.8,Exponential,0.8459486492409566,0.6677031694576048,10000,-122975.8609375,119593
295,56,gb1,0.8,Exponential,0.8420517331092163,0.6686446827538511,10000,-122952.9046875,119733
296,57,gb1,0.8,Exponential,0.8492850992468537,0.6568430474020924,10000,-122491.825,119356
297,58,gb1,0.9,Exponential,0.8499561057069868,0.6525460352285428,10000,-136150.953125,134456
298,59,gb1,0.9,Exponential,0.8472133653874726,0.6595654208520654,10000,-136095.2265625,134433
299,60,gb1,0.9,Exponential,0.8427461656878055,0.6585475961964252,10000,-135915.778125,134387
300,1,gb1,0.001,Connectedness,0.31284149500152864,1.3632146432611993,10000,-275.7614410400391,142
301,2,gb1,0.001,Connectedness,0.3338270515642383,1.328317815999215,10000,-253.20118713378906,139
302,3,gb1,0.001,Connectedness,0.23165209344255958,1.4404015339793073,10000,-276.3179534912109,158
303,4,gb1,0.0025,Connectedness,0.42521825521924217,1.277570647083573,10000,-608.093212890625,352
304,5,gb1,0.0025,Connectedness,0.4086218008207571,1.2151433773814997,10000,-629.4819946289062,350
305,6,gb1,0.0025,Connectedness,0.46674094519940623,1.2188356679906491,10000,-635.17998046875,349
306,7,gb1,0.005,Connectedness,0.5461379290604098,1.085023664578694,10000,-1258.3654907226562,754
307,8,gb1,0.005,Connectedness,0.5612382063036468,1.1001114874673366,10000,-1289.852490234375,764
308,9,gb1,0.005,Connectedness,0.5511217717367389,1.0964024793318992,10000,-1272.5969970703125,743
309,10,gb1,0.01,Connectedness,0.6317929669936407,0.995745237896642,10000,-2445.2417724609377,1522
310,11,gb1,0.01,Connectedness,0.6067175274254493,1.019513765087883,10000,-2406.681201171875,1496
311,12,gb1,0.01,Connectedness,0.5992751157440062,1.0200068993545062,10000,-2263.55625,1434
312,13,gb1,0.025,Connectedness,0.6973493457407649,0.8895822042543976,10000,-5441.44580078125,3710
313,14,gb1,0.025,Connectedness,0.7169361956407867,0.8750311659348956,10000,-5662.91669921875,3833
314,15,gb1,0.025,Connectedness,0.6976821642779493,0.8985436333347085,10000,-5372.745263671875,3677
315,16,gb1,0.05,Connectedness,0.753533198147907,0.7988773404235351,10000,-10384.62021484375,7620
316,17,gb1,0.05,Connectedness,0.7588836851065439,0.8129211582745193,10000,-10218.27509765625,7482
317,18,gb1,0.05,Connectedness,0.7579485434396983,0.8130109891852993,10000,-10156.83173828125,7391
318,19,gb1,0.075,Connectedness,0.761384960984169,0.785391168352998,10000,-14578.155078125,11104
319,21,gb1,0.075,Connectedness,0.7785385597161292,0.7766662999147915,10000,-14572.6515625,11157
320,22,gb1,0.1,Connectedness,0.7901136720257439,0.7604463079761704,10000,-18998.6833984375,14956
321,23,gb1,0.1,Connectedness,0.7974946151533074,0.7426201466087681,10000,-18911.4189453125,14960
322,24,gb1,0.1,Connectedness,0.7895746650773583,0.7593486304691736,10000,-18984.8666015625,15066
323,25,gb1,0.125,Connectedness,0.7960398856729453,0.7343605429337514,10000,-23229.5609375,18770
324,26,gb1,0.125,Connectedness,0.7999838489271814,0.7353910917514035,10000,-23103.9287109375,18544
325,27,gb1,0.125,Connectedness,0.8077686402146312,0.7265004566237854,10000,-23177.18828125,18680
326,28,gb1,0.15,Connectedness,0.8151242154091944,0.7147461850693047,10000,-27484.2578125,22438
327,29,gb1,0.15,Connectedness,0.8096187373791109,0.7220986072676849,10000,-26791.1771484375,22159
328,30,gb1,0.15,Connectedness,0.8111260600621764,0.7086537823366987,10000,-27130.06328125,22505
329,31,gb1,0.175,Connectedness,0.8114477906669246,0.7093272023596799,10000,-30908.815625,26037
330,32,gb1,0.175,Connectedness,0.8124172649386739,0.7121789131591396,10000,-31283.2580078125,26332
331,33,gb1,0.175,Connectedness,0.8100442091528339,0.7065980020304005,10000,-31426.1474609375,26306
332,34,gb1,0.2,Connectedness,0.8217017690589047,0.7065861885524574,10000,-34883.128515625,29831
333,35,gb1,0.2,Connectedness,0.8139308978246139,0.7085028952037717,10000,-34754.222265625,29988
334,36,gb1,0.2,Connectedness,0.824655065714409,0.7047206812707969,10000,-34719.016015625,29813
335,37,gb1,0.25,Connectedness,0.8210159777188232,0.701645575632369,10000,-42529.430078125,37528
336,38,gb1,0.25,Connectedness,0.8275739991793345,0.6933904411276792,10000,-42508.501953125,37361
337,39,gb1,0.25,Connectedness,0.8272796150302725,0.70068756511222,10000,-42299.484765625,37214
338,40,gb1,0.3,Connectedness,0.8306228784224269,0.6792227234151381,10000,-50144.5828125,45157
339,41,gb1,0.3,Connectedness,0.8325737440748894,0.6813474018314291,10000,-49870.967578125,44865
340,42,gb1,0.3,Connectedness,0.8291248815263136,0.6838533188414287,10000,-49896.179296875,45008
341,43,gb1,0.4,Connectedness,0.8333281649772466,0.6805561483636092,10000,-64030.020703125,59451
342,44,gb1,0.4,Connectedness,0.8423706707525259,0.6697138960338975,10000,-63631.578125,59512
343,45,gb1,0.4,Connectedness,0.8392970560346618,0.6740620803611505,10000,-64303.75390625,59671
344,46,gb1,0.5,Connectedness,0.8393312969935384,0.68019002879021,10000,-77889.378125,74349
345,47,gb1,0.5,Connectedness,0.8479469712713797,0.6701073184735933,10000,-78381.28984375,74766
346,48,gb1,0.5,Connectedness,0.8384869567510588,0.6649668094338944,10000,-78164.565625,74805
347,49,gb1,0.6,Connectedness,0.8399605866680901,0.6678042166142196,10000,-92297.765625,89820
348,50,gb1,0.6,Connectedness,0.8387015075417351,0.6629918641154962,10000,-91526.3125,89212
349,51,gb1,0.6,Connectedness,0.8451812224918683,0.6582423515966569,10000,-92059.22578125,90008
350,52,gb1,0.7,Connectedness,0.8456467273082037,0.6585910198284253,10000,-104924.21171875,104328
351,53,gb1,0.7,Connectedness,0.8498300724768967,0.6655831723789812,10000,-105818.03828125,104835
